8.0441e-06 7.5305e-06 6.5750e-06 5.0949e-06 4.3032e-06 5.4972e-06 6.6544e-06 7.4907e-06 8.5384e-06 9.4043e-06 9.1722e-06 8.5475e-06 7.6976e-06 7.9094e-06 8.9912e-06 8.4923e-06 7.7809e-06 8.7380e-06 9.1750e-06 8.3911e-06 8.0615e-06 8.1627e-06 8.7255e-06 9.2174e-06 9.0750e-06 8.7583e-06 8.3458e-06 8.1967e-06 8.2581e-06 8.4940e-06 8.7788e-06 9.0358e-06 9.2048e-06 9.2765e-06 9.2495e-06 9.1401e-06 8.9662e-06 8.7527e-06 8.5094e-06 8.2663e-06 8.0600e-06 8.0426e-06 8.2388e-06 8.8095e-06 9.1753e-06 9.1924e-06 8.7139e-06 8.0134e-06 7.8328e-06 8.1264e-06 9.2557e-06 8.8773e-06 6.9757e-06 8.0308e-06 9.7899e-06 7.9920e-06 7.1570e-06 9.3157e-06 1.0781e-05 1.1338e-05 1.0471e-05 9.1102e-06 8.2698e-06 7.8275e-06
8.0468e-06 7.5212e-06 6.5447e-06 5.0418e-06 4.2340e-06 5.4293e-06 6.5916e-06 7.4328e-06 8.4432e-06 9.2529e-06 8.9817e-06 8.3547e-06 7.5677e-06 7.7682e-06 8.7750e-06 8.3113e-06 7.6456e-06 8.5126e-06 8.9231e-06 8.2442e-06 7.9409e-06 8.0046e-06 8.5144e-06 8.9786e-06 8.8907e-06 8.6408e-06 8.2937e-06 8.1644e-06 8.2118e-06 8.4154e-06 8.6687e-06 8.9091e-06 9.0801e-06 9.1726e-06 9.1796e-06 9.1127e-06 8.9829e-06 8.8101e-06 8.6007e-06 8.3866e-06 8.2019e-06 8.1872e-06 8.3653e-06 8.8804e-06 9.2202e-06 9.2576e-06 8.8425e-06 8.2143e-06 7.9995e-06 8.2427e-06 9.3533e-06 8.9983e-06 7.1561e-06 8.1682e-06 9.8541e-06 8.0777e-06 7.2669e-06 9.4202e-06 1.0862e-05 1.1383e-05 1.0494e-05 9.1189e-06 8.2718e-06 7.8267e-06
8.0498e-06 7.5110e-06 6.5112e-06 4.9783e-06 4.1533e-06 5.3646e-06 6.5550e-06 7.4282e-06 8.3544e-06 9.0331e-06 8.7071e-06 8.1020e-06 7.4555e-06 7.6238e-06 8.4542e-06 8.0924e-06 7.5517e-06 8.1934e-06 8.5165e-06 8.0515e-06 7.8246e-06 7.8421e-06 8.2091e-06 8.5667e-06 8.5594e-06 8.4364e-06 8.2372e-06 8.1616e-06 8.1876e-06 8.3095e-06 8.4685e-06 8.6314e-06 8.7633e-06 8.8582e-06 8.9071e-06 8.9120e-06 8.8729e-06 8.7918e-06 8.6675e-06 8.5203e-06 8.3781e-06 8.3564e-06 8.4781e-06 8.8573e-06 9.1206e-06 9.1757e-06 8.8975e-06 8.4443e-06 8.1829e-06 8.3272e-06 9.3588e-06 9.0580e-06 7.3946e-06 8.3079e-06 9.8161e-06 8.1274e-06 7.4036e-06 9.5460e-06 1.0952e-05 1.1421e-05 1.0509e-05 9.1245e-06 8.2729e-06 7.8261e-06
8.0530e-06 7.5002e-06 6.4750e-06 4.9067e-06 4.0644e-06 5.3069e-06 6.5436e-06 7.4658e-06 8.2649e-06 8.7503e-06 8.3713e-06 7.8125e-06 7.3473e-06 7.4654e-06 8.0538e-06 7.8292e-06 7.4617e-06 7.8190e-06 8.0130e-06 7.7730e-06 7.6663e-06 7.6918e-06 7.8815e-06 8.0723e-06 8.0986e-06 8.0859e-06 8.0537e-06 8.0663e-06 8.1127e-06 8.1811e-06 8.2582e-06 8.3346e-06 8.4073e-06 8.4752e-06 8.5373e-06 8.5892e-06 8.6259e-06 8.6366e-06 8.6155e-06 8.5693e-06 8.5144e-06 8.5193e-06 8.5952e-06 8.8019e-06 8.9493e-06 8.9907e-06 8.8675e-06 8.6378e-06 8.3683e-06 8.4157e-06 9.2853e-06 9.0497e-06 7.6761e-06 8.4455e-06 9.6874e-06 8.1477e-06 7.5661e-06 9.6866e-06 1.1043e-05 1.1450e-05 1.0515e-05 9.1271e-06 8.2731e-06 7.8259e-06
8.0563e-06 7.4889e-06 6.4370e-06 4.8299e-06 3.9716e-06 5.2588e-06 6.5517e-06 7.5253e-06 8.1639e-06 8.4164e-06 8.0086e-06 7.5174e-06 7.2199e-06 7.2779e-06 7.6189e-06 7.5133e-06 7.3102e-06 7.4340e-06 7.4991e-06 7.3904e-06 7.4055e-06 7.5101e-06 7.5676e-06 7.5955e-06 7.5742e-06 7.5934e-06 7.6709e-06 7.7723e-06 7.8845e-06 7.9711e-06 8.0384e-06 8.0828e-06 8.1204e-06 8.1540e-06 8.1942e-06 8.2397e-06 8.2912e-06 8.3450e-06 8.3990e-06 8.4577e-06 8.5226e-06 8.6041e-06 8.6862e-06 8.7587e-06 8.7928e-06 8.7800e-06 8.7633e-06 8.7237e-06 8.5290e-06 8.5363e-06 9.1597e-06 8.9799e-06 7.9743e-06 8.5731e-06 9.4939e-06 8.1511e-06 7.7500e-06 9.8325e-06 1.1129e-05 1.1469e-05 1.0514e-05 9.1266e-06 8.2726e-06 7.8259e-06
8.0598e-06 7.4771e-06 6.3978e-06 4.7515e-06 3.8795e-06 5.2219e-06 6.5704e-06 7.5816e-06 8.0417e-06 8.0509e-06 7.6562e-06 7.2468e-06 7.0503e-06 7.0506e-06 7.2048e-06 7.1461e-06 7.0360e-06 7.0635e-06 7.0493e-06 6.9341e-06 7.0090e-06 7.2031e-06 7.2192e-06 7.1643e-06 7.0701e-06 7.0573e-06 7.1531e-06 7.2965e-06 7.4667e-06 7.6078e-06 7.7212e-06 7.7981e-06 7.8514e-06 7.8840e-06 7.9089e-06 7.9319e-06 7.9611e-06 8.0117e-06 8.0901e-06 8.2120e-06 8.3694e-06 8.5356e-06 8.6676e-06 8.7080e-06 8.6912e-06 8.6227e-06 8.6254e-06 8.6662e-06 8.6310e-06 8.6833e-06 9.0167e-06 8.8730e-06 8.2528e-06 8.6783e-06 9.2732e-06 8.1518e-06 7.9446e-06 9.9717e-06 1.1201e-05 1.1477e-05 1.0507e-05 9.1236e-06 8.2713e-06 7.8261e-06
8.0633e-06 7.4652e-06 6.3588e-06 4.6758e-06 3.7935e-06 5.1960e-06 6.5892e-06 7.6101e-06 7.8943e-06 7.6832e-06 7.3451e-06 7.0182e-06 6.8268e-06 6.7828e-06 6.8542e-06 6.7506e-06 6.6270e-06 6.6987e-06 6.6806e-06 6.4710e-06 6.5111e-06 6.7189e-06 6.7566e-06 6.7182e-06 6.6151e-06 6.5812e-06 6.6458e-06 6.7725e-06 6.9409e-06 7.1015e-06 7.2477e-06 7.3679e-06 7.4645e-06 7.5382e-06 7.5945e-06 7.6399e-06 7.6806e-06 7.7368e-06 7.8164e-06 7.9440e-06 8.1138e-06 8.3079e-06 8.4827e-06 8.5901e-06 8.6163e-06 8.5545e-06 8.5050e-06 8.4953e-06 8.6527e-06 8.8144e-06 8.8920e-06 8.7682e-06 8.4706e-06 8.7470e-06 9.0696e-06 8.1630e-06 8.1327e-06 1.0091e-05 1.1252e-05 1.1474e-05 1.0494e-05 9.1184e-06 8.2696e-06 7.8266e-06
8.0667e-06 7.4532e-06 6.3201e-06 4.6050e-06 3.7158e-06 5.1791e-06 6.5978e-06 7.5901e-06 7.7193e-06 7.3360e-06 7.0827e-06 6.8236e-06 6.5444e-06 6.4701e-06 6.5617e-06 6.3486e-06 6.1192e-06 6.2944e-06 6.3281e-06 6.0364e-06 5.9790e-06 6.0962e-06 6.1489e-06 6.1694e-06 6.1362e-06 6.1391e-06 6.1961e-06 6.2902e-06 6.4114e-06 6.5355e-06 6.6613e-06 6.7843e-06 6.9067e-06 7.0283e-06 7.1495e-06 7.2692e-06 7.3856e-06 7.4994e-06 7.6098e-06 7.7256e-06 7.8502e-06 7.9994e-06 8.1673e-06 8.3694e-06 8.5012e-06 8.5356e-06 8.4230e-06 8.2911e-06 8.5978e-06 8.8754e-06 8.8095e-06 8.7011e-06 8.5964e-06 8.7696e-06 8.9217e-06 8.1956e-06 8.2996e-06 1.0180e-05 1.1278e-05 1.1462e-05 1.0477e-05 9.1115e-06 8.2676e-06 7.8272e-06
8.0700e-06 7.4413e-06 6.2827e-06 4.5420e-06 3.6495e-06 5.1689e-06 6.5880e-06 7.5084e-06 7.5238e-06 7.0399e-06 6.8680e-06 6.6442e-06 6.2198e-06 6.1186e-06 6.2873e-06 5.9660e-06 5.6026e-06 5.8241e-06 5.9031e-06 5.6086e-06 5.4724e-06 5.4674e-06 5.4850e-06 5.5213e-06 5.5526e-06 5.6115e-06 5.7027e-06 5.7997e-06 5.9003e-06 5.9934e-06 6.0890e-06 6.1904e-06 6.3099e-06 6.4493e-06 6.6136e-06 6.7966e-06 6.9946e-06 7.1874e-06 7.3672e-06 7.5109e-06 7.6241e-06 7.7236e-06 7.8537e-06 8.0885e-06 8.3051e-06 8.4752e-06 8.3577e-06 8.1482e-06 8.4936e-06 8.8253e-06 8.7786e-06 8.6907e-06 8.6074e-06 8.7434e-06 8.8627e-06 8.2560e-06 8.4288e-06 1.0231e-05 1.1277e-05 1.1440e-05 1.0457e-05 9.1036e-06 8.2653e-06 7.8279e-06
8.0731e-06 7.4296e-06 6.2471e-06 4.4879e-06 3.5951e-06 5.1626e-06 6.5552e-06 7.3609e-06 7.3165e-06 6.8148e-06 6.6900e-06 6.4576e-06 5.8801e-06 5.7410e-06 5.9769e-06 5.6069e-06 5.1529e-06 5.2977e-06 5.3532e-06 5.1125e-06 4.9715e-06 4.9133e-06 4.8668e-06 4.8471e-06 4.8556e-06 4.9171e-06 5.0362e-06 5.1692e-06 5.3106e-06 5.4393e-06 5.5633e-06 5.6829e-06 5.8114e-06 5.9516e-06 6.1142e-06 6.2989e-06 6.5103e-06 6.7362e-06 6.9742e-06 7.1904e-06 7.3802e-06 7.5138e-06 7.6447e-06 7.8306e-06 8.0514e-06 8.3051e-06 8.2653e-06 8.1074e-06 8.3692e-06 8.6650e-06 8.7919e-06 8.7291e-06 8.5030e-06 8.6766e-06 8.9065e-06 8.3452e-06 8.5125e-06 1.0242e-05 1.1250e-05 1.1411e-05 1.0435e-05 9.0949e-06 8.2630e-06 7.8287e-06
