4.0292e-05	3.6666e-05	2.7831e-05	1.8513e-05	1.3168e-05	1.3301e-05	1.6841e-05	1.9822e-05	1.9130e-05	1.4408e-05	8.0031e-06	3.1823e-06	1.9790e-06	4.0822e-06	7.3330e-06	9.2904e-06	8.7321e-06	6.1897e-06	3.3456e-06	1.8490e-06	2.3468e-06	4.2514e-06	6.2513e-06	7.1458e-06	6.5031e-06	4.8106e-06	3.1161e-06	2.4112e-06	3.0991e-06	4.8118e-06	6.6500e-06	7.7031e-06	7.5559e-06	6.5027e-06	5.3446e-06	4.8891e-06	5.4509e-06	6.6590e-06	7.6948e-06	7.8084e-06	6.7874e-06	5.0702e-06	3.4369e-06	2.4895e-06	2.2844e-06	2.3900e-06	2.3378e-06	2.1354e-06	2.4017e-06	3.9094e-06	6.7542e-06	9.7951e-06	1.1073e-05	9.4748e-06	7.0860e-06	1.0908e-05	3.2393e-05	8.4012e-05	1.7352e-04	2.9829e-04	4.4229e-04	5.7868e-04	6.7684e-04	7.1275e-04
4.0291e-05	3.6644e-05	2.7763e-05	1.8422e-05	1.3102e-05	1.3293e-05	1.6878e-05	1.9855e-05	1.9116e-05	1.4350e-05	7.9482e-06	3.1841e-06	2.0528e-06	4.1913e-06	7.4172e-06	9.3129e-06	8.7068e-06	6.1677e-06	3.3733e-06	1.9323e-06	2.4498e-06	4.3265e-06	6.2739e-06	7.1316e-06	6.4891e-06	4.8267e-06	3.1639e-06	2.4674e-06	3.1342e-06	4.8100e-06	6.6175e-06	7.6588e-06	7.5184e-06	6.4794e-06	5.3299e-06	4.8711e-06	5.4174e-06	6.6087e-06	7.6387e-06	7.7685e-06	6.7843e-06	5.1085e-06	3.4992e-06	2.5439e-06	2.3074e-06	2.3857e-06	2.3386e-06	2.1775e-06	2.4944e-06	4.0228e-06	6.8413e-06	9.8329e-06	1.1081e-05	9.4871e-06	7.0992e-06	1.0834e-05	3.2086e-05	8.3362e-05	1.7256e-04	2.9720e-04	4.4140e-04	5.7812e-04	6.7668e-04	7.1272e-04
4.0291e-05	3.6578e-05	2.7563e-05	1.8151e-05	1.2906e-05	1.3270e-05	1.6987e-05	1.9952e-05	1.9074e-05	1.4177e-05	7.7845e-06	3.1892e-06	2.2714e-06	4.5144e-06	7.6663e-06	9.3790e-06	8.6328e-06	6.1034e-06	3.4550e-06	2.1787e-06	2.7547e-06	4.5482e-06	6.3417e-06	7.0888e-06	6.4466e-06	4.8734e-06	3.3059e-06	2.6340e-06	3.2377e-06	4.8056e-06	6.5221e-06	7.5287e-06	7.4077e-06	6.4101e-06	5.2864e-06	4.8164e-06	5.3188e-06	6.4594e-06	7.4724e-06	7.6497e-06	6.7737e-06	5.2217e-06	3.6838e-06	2.7055e-06	2.3750e-06	2.3721e-06	2.3401e-06	2.3017e-06	2.7681e-06	4.3572e-06	7.0995e-06	9.9444e-06	1.1102e-05	9.5255e-06	7.1389e-06	1.0616e-05	3.1180e-05	8.1441e-05	1.6972e-04	2.9401e-04	4.3867e-04	5.7654e-04	6.7622e-04	7.1272e-04
4.0292e-05	3.6471e-05	2.7238e-05	1.7713e-05	1.2589e-05	1.3233e-05	1.7165e-05	2.0108e-05	1.9007e-05	1.3897e-05	7.5196e-06	3.1977e-06	2.6265e-06	5.0385e-06	8.0698e-06	9.4871e-06	8.5118e-06	5.9985e-06	3.5877e-06	2.5785e-06	3.2493e-06	4.9077e-06	6.4523e-06	7.0201e-06	6.3782e-06	4.9494e-06	3.5361e-06	2.9044e-06	3.4059e-06	4.7977e-06	6.3667e-06	7.3179e-06	7.2288e-06	6.2978e-06	5.2162e-06	4.7280e-06	5.1584e-06	6.2170e-06	7.2031e-06	7.4567e-06	6.7568e-06	5.4060e-06	3.9837e-06	2.9675e-06	2.4847e-06	2.3502e-06	2.3424e-06	2.5038e-06	3.2124e-06	4.9009e-06	7.5187e-06	1.0125e-05	1.1136e-05	9.5872e-06	7.2032e-06	1.0262e-05	2.9708e-05	7.8319e-05	1.6509e-04	2.8881e-04	4.3430e-04	5.7399e-04	6.7547e-04	7.1270e-04
4.0291e-05	3.6326e-05	2.6800e-05	1.7123e-05	1.2163e-05	1.3182e-05	1.7404e-05	2.0319e-05	1.8915e-05	1.3520e-05	7.1630e-06	3.2089e-06	3.1037e-06	5.7430e-06	8.6127e-06	9.6316e-06	8.3492e-06	5.8577e-06	3.7662e-06	3.1158e-06	3.9141e-06	5.3913e-06	6.6004e-06	6.9273e-06	6.2861e-06	5.0520e-06	3.8454e-06	3.2677e-06	3.6319e-06	4.7874e-06	6.1579e-06	7.0341e-06	6.9880e-06	6.1470e-06	5.1217e-06	4.6092e-06	4.9427e-06	5.8914e-06	6.8404e-06	7.1975e-06	6.7346e-06	5.6532e-06	4.3863e-06	3.3197e-06	2.6321e-06	2.3205e-06	2.3458e-06	2.7751e-06	3.8097e-06	5.6314e-06	8.0815e-06	1.0368e-05	1.1182e-05	9.6692e-06	7.2897e-06	9.7865e-06	2.7730e-05	7.4128e-05	1.5886e-04	2.8181e-04	4.2841e-04	5.7051e-04	6.7444e-04	7.1274e-04
4.0291e-05	3.6151e-05	2.6269e-05	1.6406e-05	1.1645e-05	1.3121e-05	1.7694e-05	2.0575e-05	1.8804e-05	1.3061e-05	6.7298e-06	3.2225e-06	3.6839e-06	6.6001e-06	9.2728e-06	9.8075e-06	8.1519e-06	5.6863e-06	3.9832e-06	3.7694e-06	4.7229e-06	5.9791e-06	6.7807e-06	6.8146e-06	6.1743e-06	5.1763e-06	4.2215e-06	3.7094e-06	3.9067e-06	4.7750e-06	5.9041e-06	6.6892e-06	6.6947e-06	5.9633e-06	5.0064e-06	4.4649e-06	4.6807e-06	5.4955e-06	6.4000e-06	6.8823e-06	6.7069e-06	5.9538e-06	4.8760e-06	3.7481e-06	2.8116e-06	2.2848e-06	2.3499e-06	3.1051e-06	4.5359e-06	6.5195e-06	8.7665e-06	1.0664e-05	1.1238e-05	9.7702e-06	7.3951e-06	9.2073e-06	2.5323e-05	6.9028e-05	1.5130e-04	2.7334e-04	4.2122e-04	5.6630e-04	6.7319e-04	7.1273e-04
4.0292e-05	3.5951e-05	2.5663e-05	1.5590e-05	1.1055e-05	1.3050e-05	1.8024e-05	2.0866e-05	1.8678e-05	1.2539e-05	6.2363e-06	3.2380e-06	4.3443e-06	7.5750e-06	1.0024e-05	1.0008e-05	7.9270e-06	5.4913e-06	4.2302e-06	4.5134e-06	5.6433e-06	6.6484e-06	6.9858e-06	6.6863e-06	6.0470e-06	5.3177e-06	4.6500e-06	4.2124e-06	4.2195e-06	4.7604e-06	5.6153e-06	6.2962e-06	6.3612e-06	5.7544e-06	4.8756e-06	4.3003e-06	4.3821e-06	5.0449e-06	5.8983e-06	6.5235e-06	6.6755e-06	6.2959e-06	5.4335e-06	4.2355e-06	3.0159e-06	2.2439e-06	2.3544e-06	3.4808e-06	5.3629e-06	7.5305e-06	9.5464e-06	1.1000e-05	1.1301e-05	9.8848e-06	7.5148e-06	8.5492e-06	2.2586e-05	6.3223e-05	1.4267e-04	2.6369e-04	4.1307e-04	5.6149e-04	6.7182e-04	7.1270e-04
4.0292e-05	3.5735e-05	2.5008e-05	1.4707e-05	1.0417e-05	1.2974e-05	1.8382e-05	2.1181e-05	1.8540e-05	1.1975e-05	5.7025e-06	3.2549e-06	5.0588e-06	8.6302e-06	1.0836e-05	1.0225e-05	7.6842e-06	5.2803e-06	4.4975e-06	5.3179e-06	6.6390e-06	7.3725e-06	7.2078e-06	6.5474e-06	5.9089e-06	5.4708e-06	5.1132e-06	4.7565e-06	4.5577e-06	4.7451e-06	5.3031e-06	5.8716e-06	6.0008e-06	5.5289e-06	4.7336e-06	4.1224e-06	4.0594e-06	4.5574e-06	5.3556e-06	6.1351e-06	6.6418e-06	6.6665e-06	6.0366e-06	4.7631e-06	3.2366e-06	2.1999e-06	2.3593e-06	3.8870e-06	6.2572e-06	8.6241e-06	1.0389e-05	1.1364e-05	1.1370e-05	1.0008e-05	7.6443e-06	7.8360e-06	1.9623e-05	5.6945e-05	1.3336e-04	2.5324e-04	4.0425e-04	5.5630e-04	6.7029e-04	7.1275e-04
4.0292e-05	3.5511e-05	2.4331e-05	1.3793e-05	9.7559e-06	1.2896e-05	1.8752e-05	2.1508e-05	1.8399e-05	1.1390e-05	5.1495e-06	3.2724e-06	5.7992e-06	9.7229e-06	1.1678e-05	1.0449e-05	7.4321e-06	5.0619e-06	4.7743e-06	6.1517e-06	7.6707e-06	8.1220e-06	7.4379e-06	6.4036e-06	5.7662e-06	5.6296e-06	5.5929e-06	5.3200e-06	4.9081e-06	4.7290e-06	4.9791e-06	5.4313e-06	5.6270e-06	5.2947e-06	4.5871e-06	3.9382e-06	3.7249e-06	4.0522e-06	4.7932e-06	5.7329e-06	6.6069e-06	7.0500e-06	6.6612e-06	5.3092e-06	3.4656e-06	2.1540e-06	2.3645e-06	4.3079e-06	7.1838e-06	9.7574e-06	1.1264e-05	1.1741e-05	1.1442e-05	1.0136e-05	7.7786e-06	7.0980e-06	1.6555e-05	5.0440e-05	1.2369e-04	2.4242e-04	3.9510e-04	5.5096e-04	6.6869e-04	7.1273e-04
4.0292e-05	3.5289e-05	2.3656e-05	1.2883e-05	9.0987e-06	1.2818e-05	1.9120e-05	2.1833e-05	1.8258e-05	1.0809e-05	4.5994e-06	3.2897e-06	6.5354e-06	1.0810e-05	1.2516e-05	1.0672e-05	7.1817e-06	4.8445e-06	5.0496e-06	6.9811e-06	8.6968e-06	8.8684e-06	7.6667e-06	6.2609e-06	5.6239e-06	5.7873e-06	6.0705e-06	5.8809e-06	5.2568e-06	4.7133e-06	4.6571e-06	4.9934e-06	5.2551e-06	5.0619e-06	4.4410e-06	3.7549e-06	3.3922e-06	3.5497e-06	4.2340e-06	5.3327e-06	6.5720e-06	7.4316e-06	7.2826e-06	5.8528e-06	3.6934e-06	2.1086e-06	2.3696e-06	4.7267e-06	8.1057e-06	1.0885e-05	1.2132e-05	1.2116e-05	1.1513e-05	1.0264e-05	7.9116e-06	6.3636e-06	1.3501e-05	4.3967e-05	1.1408e-04	2.3165e-04	3.8598e-04	5.4561e-04	6.6710e-04	7.1273e-04
