0.0001 0 1.3436e-12+1.0475e-11i -2.0097e-05+2.9576e-06i 0
0.0001 0.099733 1.3369e-12+1.0423e-11i -1.9997e-05+2.9429e-06i 2.001e-06-2.9448e-07i
0.0001 0.19947 1.3169e-12+1.0267e-11i -1.9698e-05+2.8989e-06i 3.9821e-06-5.8603e-07i
0.0001 0.2992 1.2839e-12+1.0009e-11i -1.9204e-05+2.8262e-06i 5.9236e-06-8.7176e-07i
0.0001 0.39893 1.2381e-12+9.6521e-12i -1.8519e-05+2.7253e-06i 7.8063e-06-1.1488e-06i
0.0001 0.49867 1.1799e-12+9.199e-12i -1.7649e-05+2.5974e-06i 9.6114e-06-1.4145e-06i
0.0001 0.5984 1.1101e-12+8.6545e-12i -1.6605e-05+2.4437e-06i 1.1321e-05-1.6661e-06i
0.0001 0.69813 1.0292e-12+8.024e-12i -1.5395e-05+2.2656e-06i 1.2918e-05-1.9011e-06i
0.0001 0.79786 9.3812e-13+7.3137e-12i -1.4032e-05+2.0651e-06i 1.4387e-05-2.1172e-06i
0.0001 0.8976 8.3769e-13+6.5308e-12i -1.253e-05+1.844e-06i 1.5712e-05-2.3123e-06i
0.0001 0.99733 7.2894e-13+5.6829e-12i -1.0903e-05+1.6046e-06i 1.6882e-05-2.4844e-06i
0.0001 1.0971 6.1294e-13+4.7786e-12i -9.1684e-06+1.3493e-06i 1.7884e-05-2.6319e-06i
0.0001 1.1968 4.9085e-13+3.8268e-12i -7.3422e-06+1.0805e-06i 1.8708e-05-2.7531e-06i
0.0001 1.2965 3.6389e-13+2.8369e-12i -5.443e-06+8.0103e-07i 1.9346e-05-2.847e-06i
0.0001 1.3963 2.3331e-13+1.8189e-12i -3.4898e-06+5.1358e-07i 1.9792e-05-2.9126e-06i
0.0001 1.496 1.004e-13+7.8277e-13i -1.5018e-06+2.2102e-07i 2.0041e-05-2.9493e-06i
0.0001 1.5957 -3.3496e-14-2.6114e-13i 5.0103e-07-7.3734e-08i 2.0091e-05-2.9567e-06i
0.0001 1.6955 -1.6706e-13-1.3024e-12i 2.4989e-06-3.6776e-07i 1.9941e-05-2.9346e-06i
0.0001 1.7952 -2.9897e-13-2.3308e-12i 4.472e-06-6.5812e-07i 1.9593e-05-2.8834e-06i
0.0001 1.8949 -4.279e-13-3.336e-12i 6.4006e-06-9.4195e-07i 1.905e-05-2.8036e-06i
0.0001 1.9947 -5.5259e-13-4.3081e-12i 8.2656e-06-1.2164e-06i 1.8318e-05-2.6958e-06i
0.0001 2.0944 -6.7178e-13-5.2373e-12i 1.0048e-05-1.4788e-06i 1.7404e-05-2.5613e-06i
0.0001 2.1941 -7.8429e-13-6.1145e-12i 1.1731e-05-1.7265e-06i 1.6317e-05-2.4014e-06i
0.0001 2.2939 -8.8901e-13-6.9309e-12i 1.3298e-05-1.957e-06i 1.5068e-05-2.2175e-06i
0.0001 2.3936 -9.8489e-13-7.6784e-12i 1.4732e-05-2.1681e-06i 1.3669e-05-2.0117e-06i
0.0001 2.4933 -1.071e-12-8.3496e-12i 1.602e-05-2.3576e-06i 1.2135e-05-1.7858e-06i
0.0001 2.5931 -1.1464e-12-8.9379e-12i 1.7148e-05-2.5237e-06i 1.0479e-05-1.5422e-06i
0.0001 2.6928 -1.2105e-12-9.4373e-12i 1.8107e-05-2.6647e-06i 8.7197e-06-1.2832e-06i
0.0001 2.7925 -1.2625e-12-9.8429e-12i 1.8885e-05-2.7792e-06i 6.8735e-06-1.0115e-06i
0.0001 2.8923 -1.302e-12-1.0151e-11i 1.9475e-05-2.8661e-06i 4.959e-06-7.298e-07i
0.0001 2.992 -1.3285e-12-1.0358e-11i 1.9872e-05-2.9245e-06i 2.9953e-06-4.408e-07i
0.0001 3.0917 -1.3419e-12-1.0462e-11i 2.0072e-05-2.9539e-06i 1.0017e-06-1.4742e-07i
0.0001 3.1915 -1.3419e-12-1.0462e-11i 2.0072e-05-2.9539e-06i -1.0017e-06+1.4742e-07i
0.0001 3.2912 -1.3285e-12-1.0358e-11i 1.9872e-05-2.9245e-06i -2.9953e-06+4.408e-07i
0.0001 3.3909 -1.302e-12-1.0151e-11i 1.9475e-05-2.8661e-06i -4.959e-06+7.298e-07i
0.0001 3.4907 -1.2625e-12-9.8429e-12i 1.8885e-05-2.7792e-06i -6.8735e-06+1.0115e-06i
0.0001 3.5904 -1.2105e-12-9.4373e-12i 1.8107e-05-2.6647e-06i -8.7197e-06+1.2832e-06i
0.0001 3.6901 -1.1464e-12-8.9379e-12i 1.7148e-05-2.5237e-06i -1.0479e-05+1.5422e-06i
0.0001 3.7899 -1.071e-12-8.3496e-12i 1.602e-05-2.3576e-06i -1.2135e-05+1.7858e-06i
0.0001 3.8896 -9.8489e-13-7.6784e-12i 1.4732e-05-2.1681e-06i -1.3669e-05+2.0117e-06i
0.0001 3.9893 -8.8901e-13-6.9309e-12i 1.3298e-05-1.957e-06i -1.5068e-05+2.2175e-06i
0.0001 4.0891 -7.8429e-13-6.1145e-12i 1.1731e-05-1.7265e-06i -1.6317e-05+2.4014e-06i
0.0001 4.1888 -6.7178e-13-5.2373e-12i 1.0048e-05-1.4788e-06i -1.7404e-05+2.5613e-06i
0.0001 4.2885 -5.5259e-13-4.3081e-12i 8.2656e-06-1.2164e-06i -1.8318e-05+2.6958e-06i
0.0001 4.3883 -4.279e-13-3.336e-12i 6.4006e-06-9.4195e-07i -1.905e-05+2.8036e-06i
0.0001 4.488 -2.9897e-13-2.3308e-12i 4.472e-06-6.5812e-07i -1.9593e-05+2.8834e-06i
0.0001 4.5877 -1.6706e-13-1.3024e-12i 2.4989e-06-3.6776e-07i -1.9941e-05+2.9346e-06i
0.0001 4.6875 -3.3496e-14-2.6114e-13i 5.0103e-07-7.3734e-08i -2.0091e-05+2.9567e-06i
0.0001 4.7872 1.004e-13+7.8277e-13i -1.5018e-06+2.2102e-07i -2.0041e-05+2.9493e-06i
0.0001 4.8869 2.3331e-13+1.8189e-12i -3.4898e-06+5.1358e-07i -1.9792e-05+2.9126e-06i
0.0001 4.9867 3.6389e-13+2.8369e-12i -5.443e-06+8.0103e-07i -1.9346e-05+2.847e-06i
0.0001 5.0864 4.9085e-13+3.8268e-12i -7.3422e-06+1.0805e-06i -1.8708e-05+2.7531e-06i
0.0001 5.1861 6.1294e-13+4.7786e-12i -9.1684e-06+1.3493e-06i -1.7884e-05+2.6319e-06i
0.0001 5.2859 7.2894e-13+5.6829e-12i -1.0903e-05+1.6046e-06i -1.6882e-05+2.4844e-06i
0.0001 5.3856 8.3769e-13+6.5308e-12i -1.253e-05+1.844e-06i -1.5712e-05+2.3123e-06i
0.0001 5.4853 9.3812e-13+7.3137e-12i -1.4032e-05+2.0651e-06i -1.4387e-05+2.1172e-06i
0.0001 5.5851 1.0292e-12+8.024e-12i -1.5395e-05+2.2656e-06i -1.2918e-05+1.9011e-06i
0.0001 5.6848 1.1101e-12+8.6545e-12i -1.6605e-05+2.4437e-06i -1.1321e-05+1.6661e-06i
0.0001 5.7845 1.1799e-12+9.199e-12i -1.7649e-05+2.5974e-06i -9.6114e-06+1.4145e-06i
0.0001 5.8843 1.2381e-12+9.6521e-12i -1.8519e-05+2.7253e-06i -7.8063e-06+1.1488e-06i
0.0001 5.984 1.2839e-12+1.0009e-11i -1.9204e-05+2.8262e-06i -5.9236e-06+8.7176e-07i
0.0001 6.0837 1.3169e-12+1.0267e-11i -1.9698e-05+2.8989e-06i -3.9821e-06+5.8603e-07i
