0.0001 0 6.3646e-09+9.7342e-09i -0.002889+0.0023082i 0
0.0001 0.099733 6.333e-09+9.6858e-09i -0.0028747+0.0022967i 0.00028766-0.00022982i
0.0001 0.19947 6.2384e-09+9.5412e-09i -0.0028318+0.0022624i 0.00057245-0.00045736i
0.0001 0.2992 6.0819e-09+9.3017e-09i -0.0027607+0.0022056i 0.00085156-0.00068035i
0.0001 0.39893 5.8648e-09+8.9698e-09i -0.0026622+0.0021269i 0.0011222-0.00089657i
0.0001 0.49867 5.5895e-09+8.5488e-09i -0.0025372+0.0020271i 0.0013817-0.0011039i
0.0001 0.5984 5.2587e-09+8.0427e-09i -0.002387+0.0019071i 0.0016275-0.0013002i
0.0001 0.69813 4.8756e-09+7.4568e-09i -0.0022131+0.0017682i 0.001857-0.0014837i
0.0001 0.79786 4.444e-09+6.7968e-09i -0.0020172+0.0016117i 0.0020682-0.0016523i
0.0001 0.8976 3.9683e-09+6.0692e-09i -0.0018013+0.0014391i 0.0022587-0.0018046i
0.0001 0.99733 3.4531e-09+5.2812e-09i -0.0015674+0.0012523i 0.0024269-0.0019389i
0.0001 1.0971 2.9036e-09+4.4408e-09i -0.001318+0.001053i 0.0025709-0.002054i
0.0001 1.1968 2.3253e-09+3.5563e-09i -0.0010555+0.00084327i 0.0026893-0.0021486i
0.0001 1.2965 1.7238e-09+2.6364e-09i -0.00078247+0.00062515i 0.0027811-0.0022219i
0.0001 1.3963 1.1052e-09+1.6903e-09i -0.00050168+0.00040081i 0.0028452-0.0022731i
0.0001 1.496 4.7563e-10+7.2744e-10i -0.0002159+0.00017249i 0.002881-0.0023017i
0.0001 1.5957 -1.5867e-10-2.4268e-10i 7.2026e-05-5.7544e-05i 0.0028881-0.0023075i
0.0001 1.6955 -7.914e-10-1.2104e-09i 0.00035923-0.00028701i 0.0028666-0.0022903i
0.0001 1.7952 -1.4163e-09-2.1661e-09i 0.00064287-0.00051362i 0.0028166-0.0022503i
0.0001 1.8949 -2.027e-09-3.1002e-09i 0.00092012-0.00073512i 0.0027386-0.002188i
0.0001 1.9947 -2.6177e-09-4.0035e-09i 0.0011882-0.00094932i 0.0026334-0.0021039i
0.0001 2.0944 -3.1823e-09-4.8671e-09i 0.0014445-0.0011541i 0.002502-0.0019989i
0.0001 2.1941 -3.7153e-09-5.6823e-09i 0.0016865-0.0013474i 0.0023457-0.0018741i
0.0001 2.2939 -4.2114e-09-6.441e-09i 0.0019116-0.0015273i 0.0021662-0.0017306i
0.0001 2.3936 -4.6656e-09-7.1357e-09i 0.0021178-0.001692i 0.001965-0.00157i
0.0001 2.4933 -5.0734e-09-7.7594e-09i 0.002303-0.0018399i 0.0017444-0.0013937i
0.0001 2.5931 -5.4309e-09-8.3061e-09i 0.0024652-0.0019695i 0.0015064-0.0012036i
0.0001 2.6928 -5.7343e-09-8.7702e-09i 0.0026029-0.0020796i 0.0012535-0.0010015i
0.0001 2.7925 -5.9808e-09-9.1471e-09i 0.0027148-0.002169i 0.00098811-0.00078944i
0.0001 2.8923 -6.1678e-09-9.4332e-09i 0.0027997-0.0022368i 0.00071289-0.00056956i
0.0001 2.992 -6.2935e-09-9.6254e-09i 0.0028568-0.0022824i 0.00043059-0.00034402i
0.0001 3.0917 -6.3567e-09-9.7221e-09i 0.0028855-0.0023053i 0.00014401-0.00011505i
0.0001 3.1915 -6.3567e-09-9.7221e-09i 0.0028855-0.0023053i -0.00014401+0.00011505i
0.0001 3.2912 -6.2935e-09-9.6254e-09i 0.0028568-0.0022824i -0.00043059+0.00034402i
0.0001 3.3909 -6.1678e-09-9.4332e-09i 0.0027997-0.0022368i -0.00071289+0.00056956i
0.0001 3.4907 -5.9808e-09-9.1471e-09i 0.0027148-0.002169i -0.00098811+0.00078944i
0.0001 3.5904 -5.7343e-09-8.7702e-09i 0.0026029-0.0020796i -0.0012535+0.0010015i
0.0001 3.6901 -5.4309e-09-8.3061e-09i 0.0024652-0.0019695i -0.0015064+0.0012036i
0.0001 3.7899 -5.0734e-09-7.7594e-09i 0.002303-0.0018399i -0.0017444+0.0013937i
0.0001 3.8896 -4.6656e-09-7.1357e-09i 0.0021178-0.001692i -0.001965+0.00157i
0.0001 3.9893 -4.2114e-09-6.441e-09i 0.0019116-0.0015273i -0.0021662+0.0017306i
0.0001 4.0891 -3.7153e-09-5.6823e-09i 0.0016865-0.0013474i -0.0023457+0.0018741i
0.0001 4.1888 -3.1823e-09-4.8671e-09i 0.0014445-0.0011541i -0.002502+0.0019989i
0.0001 4.2885 -2.6177e-09-4.0035e-09i 0.0011882-0.00094932i -0.0026334+0.0021039i
0.0001 4.3883 -2.027e-09-3.1002e-09i 0.00092012-0.00073512i -0.0027386+0.002188i
0.0001 4.488 -1.4163e-09-2.1661e-09i 0.00064287-0.00051362i -0.0028166+0.0022503i
0.0001 4.5877 -7.914e-10-1.2104e-09i 0.00035923-0.00028701i -0.0028666+0.0022903i
0.0001 4.6875 -1.5867e-10-2.4268e-10i 7.2026e-05-5.7544e-05i -0.0028881+0.0023075i
0.0001 4.7872 4.7563e-10+7.2744e-10i -0.0002159+0.00017249i -0.002881+0.0023017i
0.0001 4.8869 1.1052e-09+1.6903e-09i -0.00050168+0.00040081i -0.0028452+0.0022731i
0.0001 4.9867 1.7238e-09+2.6364e-09i -0.00078247+0.00062515i -0.0027811+0.0022219i
0.0001 5.0864 2.3253e-09+3.5563e-09i -0.0010555+0.00084327i -0.0026893+0.0021486i
0.0001 5.1861 2.9036e-09+4.4408e-09i -0.001318+0.001053i -0.0025709+0.002054i
0.0001 5.2859 3.4531e-09+5.2812e-09i -0.0015674+0.0012523i -0.0024269+0.0019389i
0.0001 5.3856 3.9683e-09+6.0692e-09i -0.0018013+0.0014391i -0.0022587+0.0018046i
0.0001 5.4853 4.444e-09+6.7968e-09i -0.0020172+0.0016117i -0.0020682+0.0016523i
0.0001 5.5851 4.8756e-09+7.4568e-09i -0.0022131+0.0017682i -0.001857+0.0014837i
0.0001 5.6848 5.2587e-09+8.0427e-09i -0.002387+0.0019071i -0.0016275+0.0013002i
