0.0001 0 -5.9415e-10-5.136e-09i -0.0025067+0.00050735i 0
0.0001 0.099733 -5.912e-10-5.1105e-09i -0.0024942+0.00050483i 0.00024958-5.0516e-05i
0.0001 0.19947 -5.8237e-10-5.0342e-09i -0.002457+0.00049729i 0.00049669-0.00010053i
0.0001 0.2992 -5.6775e-10-4.9079e-09i -0.0023953+0.00048481i 0.00073886-0.00014954i
0.0001 0.39893 -5.475e-10-4.7327e-09i -0.0023098+0.00046751i 0.00097368-0.00019707i
0.0001 0.49867 -5.218e-10-4.5106e-09i -0.0022014+0.00044557i 0.0011988-0.00024264i
0.0001 0.5984 -4.9091e-10-4.2436e-09i -0.0020711+0.00041919i 0.0014121-0.0002858i
0.0001 0.69813 -4.5515e-10-3.9344e-09i -0.0019202+0.00038865i 0.0016113-0.00032612i
0.0001 0.79786 -4.1486e-10-3.5862e-09i -0.0017503+0.00035425i 0.0017944-0.0003632i
0.0001 0.8976 -3.7045e-10-3.2023e-09i -0.0015629+0.00031633i 0.0019598-0.00039666i
0.0001 0.99733 -3.2235e-10-2.7865e-09i -0.00136+0.00027526i 0.0021057-0.00042619i
0.0001 1.0971 -2.7106e-10-2.3431e-09i -0.0011436+0.00023146i 0.0022306-0.00045148i
0.0001 1.1968 -2.1707e-10-1.8764e-09i -0.00091579+0.00018536i 0.0023334-0.00047228i
0.0001 1.2965 -1.6092e-10-1.391e-09i -0.00067891+0.00013741i 0.002413-0.00048839i
0.0001 1.3963 -1.0317e-10-8.9187e-10i -0.00043528+8.8101e-05i 0.0024686-0.00049964i
0.0001 1.496 -4.4401e-11-3.8382e-10i -0.00018732+3.7914e-05i 0.0024997-0.00050593i
0.0001 1.5957 1.4813e-11+1.2805e-10i 6.2493e-05-1.2649e-05i 0.0025059-0.00050719i
0.0001 1.6955 7.3879e-11+6.3864e-10i 0.00031169-6.3086e-05i 0.0024872-0.00050341i
0.0001 1.7952 1.3221e-10+1.1429e-09i 0.00055779-0.0001129i 0.0024438-0.00049463i
0.0001 1.8949 1.8923e-10+1.6358e-09i 0.00079834-0.00016158i 0.0023761-0.00048093i
0.0001 1.9947 2.4437e-10+2.1124e-09i 0.001031-0.00020867i 0.0022849-0.00046245i
0.0001 2.0944 2.9708e-10+2.568e-09i 0.0012533-0.00025368i 0.0021708-0.00043938i
0.0001 2.1941 3.4683e-10+2.9981e-09i 0.0014633-0.00029616i 0.0020353-0.00041194i
0.0001 2.2939 3.9314e-10+3.3984e-09i 0.0016586-0.00033571i 0.0018795-0.0003804i
0.0001 2.3936 4.3554e-10+3.765e-09i 0.0018375-0.00037191i 0.001705-0.00034509i
0.0001 2.4933 4.7362e-10+4.0941e-09i 0.0019982-0.00040443i 0.0015135-0.00030634i
0.0001 2.5931 5.0698e-10+4.3825e-09i 0.0021389-0.00043292i 0.0013071-0.00026455i
0.0001 2.6928 5.3531e-10+4.6274e-09i 0.0022584-0.00045711i 0.0010876-0.00022013i
0.0001 2.7925 5.5832e-10+4.8263e-09i 0.0023555-0.00047675i 0.00085733-0.00017352i
0.0001 2.8923 5.7578e-10+4.9772e-09i 0.0024292-0.00049166i 0.00061854-0.00012519i
0.0001 2.992 5.8751e-10+5.0787e-09i 0.0024787-0.00050168i 0.0003736-7.5617e-05i
0.0001 3.0917 5.9341e-10+5.1297e-09i 0.0025036-0.00050672i 0.00012495-2.5289e-05i
0.0001 3.1915 5.9341e-10+5.1297e-09i 0.0025036-0.00050672i -0.00012495+2.5289e-05i
0.0001 3.2912 5.8751e-10+5.0787e-09i 0.0024787-0.00050168i -0.0003736+7.5617e-05i
0.0001 3.3909 5.7578e-10+4.9772e-09i 0.0024292-0.00049166i -0.00061854+0.00012519i
0.0001 3.4907 5.5832e-10+4.8263e-09i 0.0023555-0.00047675i -0.00085733+0.00017352i
0.0001 3.5904 5.3531e-10+4.6274e-09i 0.0022584-0.00045711i -0.0010876+0.00022013i
0.0001 3.6901 5.0698e-10+4.3825e-09i 0.0021389-0.00043292i -0.0013071+0.00026455i
0.0001 3.7899 4.7362e-10+4.0941e-09i 0.0019982-0.00040443i -0.0015135+0.00030634i
0.0001 3.8896 4.3554e-10+3.765e-09i 0.0018375-0.00037191i -0.001705+0.00034509i
0.0001 3.9893 3.9314e-10+3.3984e-09i 0.0016586-0.00033571i -0.0018795+0.0003804i
0.0001 4.0891 3.4683e-10+2.9981e-09i 0.0014633-0.00029616i -0.0020353+0.00041194i
0.0001 4.1888 2.9708e-10+2.568e-09i 0.0012533-0.00025368i -0.0021708+0.00043938i
0.0001 4.2885 2.4437e-10+2.1124e-09i 0.001031-0.00020867i -0.0022849+0.00046245i
0.0001 4.3883 1.8923e-10+1.6358e-09i 0.00079834-0.00016158i -0.0023761+0.00048093i
0.0001 4.488 1.3221e-10+1.1429e-09i 0.00055779-0.0001129i -0.0024438+0.00049463i
0.0001 4.5877 7.3879e-11+6.3864e-10i 0.00031169-6.3086e-05i -0.0024872+0.00050341i
0.0001 4.6875 1.4813e-11+1.2805e-10i 6.2493e-05-1.2649e-05i -0.0025059+0.00050719i
0.0001 4.7872 -4.4401e-11-3.8382e-10i -0.00018732+3.7914e-05i -0.0024997+0.00050593i
0.0001 4.8869 -1.0317e-10-8.9187e-10i -0.00043528+8.8101e-05i -0.0024686+0.00049964i
0.0001 4.9867 -1.6092e-10-1.391e-09i -0.00067891+0.00013741i -0.002413+0.00048839i
0.0001 5.0864 -2.1707e-10-1.8764e-09i -0.00091579+0.00018536i -0.0023334+0.00047228i
0.0001 5.1861 -2.7106e-10-2.3431e-09i -0.0011436+0.00023146i -0.0022306+0.00045148i
0.0001 5.2859 -3.2235e-10-2.7865e-09i -0.00136+0.00027526i -0.0021057+0.00042619i
0.0001 5.3856 -3.7045e-10-3.2023e-09i -0.0015629+0.00031633i -0.0019598+0.00039666i
0.0001 5.4853 -4.1486e-10-3.5862e-09i -0.0017503+0.00035425i -0.0017944+0.0003632i
0.0001 5.5851 -4.5515e-10-3.9344e-09i -0.0019202+0.00038865i -0.0016113+0.00032612i
0.0001 5.6848 -4.9091e-10-4.2436e-09i -0.0020711+0.00041919i -0.0014121+0.0002858i
0.0001 5.7845 -5.218e-10-4.5106e-09i -0.0022014+0.00044557i -0.0011988+0.00024264i
0.0001 5.8843 -5.475e-10-4.7327e-09i -0.0023098+0.00046751i -0.00097368+0.00019707i
0.0001 5.984 -5.6775e-10-4.9079e-09i -0.0023953+0.00048481i -0.00073886+0.00014954i
0.0001 6.0837 -5.8237e-10-5.0342e-09i -0.002457+0.00049729i -0.00049669+0.00010053i
0.0001 6.1835 -5.912e-10-5.1105e-09i -0.0024942+0.00050483i -0.00024958+5.0516e-05i
0.0001 6.2832 -5.9415e-10-5.136e-09i -0.0025067+0.00050735i -6.1396e-19+1.2427e-19i
0.049963 0 -2.8674e-07-2.5384e-06i -0.0025279+0.00049749i 0
0.049963 0.099733 -2.8532e-07-2.5257e-06i -0.0025154+0.00049502i 0.00024235-4.6006e-05i
0.049963 0.19947 -2.8106e-07-2.488e-06i -0.0024778+0.00048762i 0.00048228-9.1556e-05i
0.049963 0.2992 -2.74e-07-2.4256e-06i -0.0024156+0.00047539i 0.00071743-0.0001362i
0.049963 0.39893 -2.6422e-07-2.339e-06i -0.0023294+0.00045842i 0.00094544-0.00017948i
0.049963 0.49867 -2.5182e-07-2.2292e-06i -0.0022201+0.00043691i 0.0011641-0.00022098i
0.049963 0.5984 -2.3692e-07-2.0973e-06i -0.0020887+0.00041104i 0.0013711-0.00026029i
0.049963 0.69813 -2.1966e-07-1.9445e-06i -0.0019365+0.0003811i 0.0015645-0.00029701i
0.049963 0.79786 -2.0021e-07-1.7724e-06i -0.0017651+0.00034736i 0.0017424-0.00033077i
0.049963 0.8976 -1.7878e-07-1.5826e-06i -0.0015761+0.00031018i 0.001903-0.00036125i
0.049963 0.99733 -1.5557e-07-1.3772e-06i -0.0013715+0.00026991i 0.0020446-0.00038814i
0.049963 1.0971 -1.3081e-07-1.158e-06i -0.0011533+0.00022696i 0.0021659-0.00041118i
0.049963 1.1968 -1.0476e-07-9.2737e-07i -0.00092355+0.00018175i 0.0022657-0.00043012i
0.049963 1.2965 -7.7661e-08-6.8749e-07i -0.00068466+0.00013474i 0.002343-0.00044479i
0.049963 1.3963 -4.9792e-08-4.4078e-07i -0.00043897+8.6388e-05i 0.002397-0.00045504i
0.049963 1.496 -2.1428e-08-1.8969e-07i -0.00018891+3.7177e-05i 0.0024272-0.00046077i
0.049963 1.5957 7.1486e-09+6.3283e-08i 6.3023e-05-1.2403e-05i 0.0024332-0.00046192i
0.049963 1.6955 3.5654e-08+3.1563e-07i 0.00031433-6.186e-05i 0.0024151-0.00045848i
0.049963 1.7952 6.3806e-08+5.6484e-07i 0.00056252-0.0001107i 0.002373-0.00045048i
0.049963 1.8949 9.1323e-08+8.0843e-07i 0.00080511-0.00015844i 0.0023072-0.000438i
0.049963 1.9947 1.1793e-07+1.044e-06i 0.0010397-0.00020461i 0.0022186-0.00042117i
0.049963 2.0944 1.4337e-07+1.2692e-06i 0.001264-0.00024874i 0.0021079-0.00040016i
0.049963 2.1941 1.6738e-07+1.4817e-06i 0.0014757-0.00029041i 0.0019762-0.00037517i
0.049963 2.2939 1.8973e-07+1.6796e-06i 0.0016727-0.00032918i 0.0018249-0.00034645i
0.049963 2.3936 2.102e-07+1.8607e-06i 0.0018531-0.00036468i 0.0016555-0.00031428i
